lastname,firstname,title,year,volume,ID
Keller,Gottfried,"Spiegel, das Kätzchen",1856,,"Gottfried_Keller_-_Spiegel,_das_Kätzchen_(1856)"
von Hofmannsthal,Hugo,Das Dorf im Gebirge,1896,,Hugo_von_Hofmannsthal_-_Das_Dorf_im_Gebirge_(1896)
Müller-Partenkirchen,Fritz,Die Firma,1935,,Fritz_Müller-Partenkirchen_-_Die_Firma_(1935)
Peter,Johann,Der Ochsenhansl,1901,,Johann_Peter_-_Der_Ochsenhansl_(1901)
Reithard,Johann Jakob,"Die Frauen in Burgdorf, oder Entstehung der Hühnersuppe",1860,,"Johann_Jakob_Reithard_-_Die_Frauen_in_Burgdorf,_oder_Entstehung_der_Hühnersuppe_(1860)"
Lindau,Rudolf,Der Hamal,1895,,Rudolf_Lindau_-_Der_Hamal_(1895)
Barlach,Ernst,Fragmente aus früherer Zeit,1895,,Ernst_Barlach_-_Fragmente_aus_früherer_Zeit_(1895)
Auerbach,Berthold,Das Landhaus am Rhein,1869,Band II,Berthold_Auerbach_-_Das_Landhaus_am_Rhein_-_Band_II_(1869)
Geßner,Salomon,Daphnis,1754,,Salomon_Geßner_-_Daphnis_(1754)
Groddeck,Georg,Der Pfarrer von Langewiesche,1909,,Georg_Groddeck_-_Der_Pfarrer_von_Langewiesche_(1909)
Rilke,Rainer Maria,Die Aufzeichnungen des Malte Laurids Brigge,1910,,Rainer_Maria_Rilke_-_Die_Aufzeichnungen_des_Malte_Laurids_Brigge_(1910)
Ernst,Paul,Saat auf Hoffnung,1916,,Paul_Ernst_-_Saat_auf_Hoffnung_(1916)
Blumenreich,Paul,Der Selbstmörder,1904,,Paul_Blumenreich_-_Der_Selbstmörder_(1904)
Barlach,Ernst,Seespeck,1938,,Ernst_Barlach_-_Seespeck_(1938)
Rosegger,Peter,Die Wallfahrer,1874,,Peter_Rosegger_-_Die_Wallfahrer_(1874)
Glauser,Friedrich,Der Chinese,1939,,Friedrich_Glauser_-_Der_Chinese_(1939)
Meyrink,Gustav,Das grüne Gesicht,1916,,Gustav_Meyrink_-_Das_grüne_Gesicht_(1916)
Zschokke,Heinrich,Die Branntweinpest,1837,,Heinrich_Zschokke_-_Die_Branntweinpest_(1837)
von Zobeltitz,Fedor,Der Kurier des Kaisers,1899,,Fedor_von_Zobeltitz_-_Der_Kurier_des_Kaisers_(1899)
von Gaudy,Franz,Venetianische Novellen,1838,,Franz_von_Gaudy_-_Venetianische_Novellen_(1838)
Ponten,Josef,Der babylonische Turm,1918,,Josef_Ponten_-_Der_babylonische_Turm_(1918)
von Lauff,Joseph,Frau Aleit,1915,,Joseph_von_Lauff_-_Frau_Aleit_(1915)
Heym,Georg,Kurze Prosastücke,1913,,Georg_Heym_-_Kurze_Prosastücke_(1913)
Schickele,René,Das gelbe Haus,1940,,René_Schickele_-_Das_gelbe_Haus_(1940)
Gerstäcker,Friedrich,Herr Schultze,1847,,Friedrich_Gerstäcker_-_Herr_Schultze_(1847)
von Sacher-Masoch,Leopold,Der Wanderer,1895,,Leopold_von_Sacher-Masoch_-_Der_Wanderer_(1895)
Hart,Hans,Wunderkinder,1915,,Hans_Hart_-_Wunderkinder_(1915)
Schnitzler,Arthur,Die Toten schweigen,1897,,Arthur_Schnitzler_-_Die_Toten_schweigen_(1897)
Wieland,Christoph Martin,Geschichte der Abderiten,1774,,Christoph_Martin_Wieland_-_Geschichte_der_Abderiten_(1774)
Bierbaum,Otto Julius,Das Madei,1895,,Otto_Julius_Bierbaum_-_Das_Madei_(1895)
Tieck,Ludwig,Des Lebens Überfluss,1837,,Ludwig_Tieck_-_Des_Lebens_Überfluss_(1837)
Heyse,Paul,Beatrice,1862,,Paul_Heyse_-_Beatrice_(1862)
Stelzhamer,Franz,Groß-Piesenham,1874,,Franz_Stelzhamer_-_Groß-Piesenham_(1874)
Gutzkow,Karl,Der Zauberer von Rom. V. Buch,1858,,Karl_Gutzkow_-_Der_Zauberer_von_Rom._V._Buch_(1858)
Marlitt,Eugenie,Das Heideprinzeßchen,1872,,Eugenie_Marlitt_-_Das_Heideprinzeßchen_(1872)
Kafka,Franz,Eine kleine Frau,1924,,Franz_Kafka_-_Eine_kleine_Frau_(1924)
Schlegel,Dorothea,Florentin,1801,,Dorothea_Schlegel_-_Florentin_(1801)
Laube,Heinrich,Eine Fahrt nach Pommern und der Insel Rügen,1837,,Heinrich_Laube_-_Eine_Fahrt_nach_Pommern_und_der_Insel_Rügen_(1837)
Immermann,Karl,Die Epigonen,1836,,Karl_Immermann_-_Die_Epigonen_(1836)
Schnitzler,Arthur,Der Andere,1895,,Arthur_Schnitzler_-_Der_Andere_(1895)
Rosegger,Peter,Nixnutzig Volk,1905,,Peter_Rosegger_-_Nixnutzig_Volk_(1905)
Holitscher,Arthur,Schlafwandler,1919,,Arthur_Holitscher_-_Schlafwandler_(1919)
Tieck,Ludwig,Der Runenberg,1812,,Ludwig_Tieck_-_Der_Runenberg_(1812)
Schwerin,Josephine Gräfin,Rodanseck,1883,,Josephine_Gräfin_Schwerin_-_Rodanseck_(1883)
Seidel,Heinrich,Der Lindenbaum,1899,,Heinrich_Seidel_-_Der_Lindenbaum_(1899)
Zollinger,Albin,Der Fröschlacher Kuckuck,1941,,Albin_Zollinger_-_Der_Fröschlacher_Kuckuck_(1941)
von Ebner-Eschenbach,Marie,Das Gemeindekind,1887,,Marie_von_Ebner-Eschenbach_-_Das_Gemeindekind_(1887)
von Goethe,Johann Wolfgang,Wilhelm Meisters Lehrjahre,1795,,Johann_Wolfgang_von_Goethe_-_Wilhelm_Meisters_Lehrjahre_(1795)
Tucholsky,Kurt,Die Katz,1924,,Kurt_Tucholsky_-_Die_Katz_(1924)
Wildermuth,Ottilie,Unabhängigkeit,1855,,Ottilie_Wildermuth_-_Unabhängigkeit_(1855)
Rüttenauer,Benno,Alexander Schmälzle,1913,,Benno_Rüttenauer_-_Alexander_Schmälzle_(1913)
Schmitthenner,Adolf,Der Ad'm,1887,,Adolf_Schmitthenner_-_Der_Ad'm_(1887)
Kurz,Hermann,Schillers Heimatjahre,1843,,Hermann_Kurz_-_Schillers_Heimatjahre_(1843)
von Ebner-Eschenbach,Marie,Die Spitzin,1901,,Marie_von_Ebner-Eschenbach_-_Die_Spitzin_(1901)
Kraft,Robert,Detektiv Nobody's Erlebnisse und Reiseabenteuer. 5. Band,1904,,Robert_Kraft_-_Detektiv_Nobody's_Erlebnisse_und_Reiseabenteuer._5._Band_(1904)
Hackländer,FW,Erlebtes. Erster Band,1856,,FW_Hackländer_-_Erlebtes._Erster_Band_(1856)
Hoffmann,Hans,Im Lande der Phäaken,1884,,Hans_Hoffmann_-_Im_Lande_der_Phäaken_(1884)
Stratz,Rudolph,Hexenkessel,1927,,Rudolph_Stratz_-_Hexenkessel_(1927)
Kafka,Franz,Elf Söhne,1916,,Franz_Kafka_-_Elf_Söhne_(1916)
Zapp,Arthur,Falsches Geld,1920,,Arthur_Zapp_-_Falsches_Geld_(1920)
Brentano,Clemens,Godwi,1801,,Clemens_Brentano_-_Godwi_(1801)
Raabe,Wilhelm,Die Leute aus dem Walde,1863,,Wilhelm_Raabe_-_Die_Leute_aus_dem_Walde_(1863)
Pocci,Franz,Lustiges Komödienbüchlein,1861,,Franz_Pocci_-_Lustiges_Komödienbüchlein_(1861)
Schaumberger,Heinrich,Zu spät,1876,,Heinrich_Schaumberger_-_Zu_spät_(1876)
Ungar,Hermann,Colberts Reise,1930,,Hermann_Ungar_-_Colberts_Reise_(1930)
Brentano,Clemens,Die Schachtel mit der Friedenspuppe,1815,,Clemens_Brentano_-_Die_Schachtel_mit_der_Friedenspuppe_(1815)
Scheerbart,Paul,Der Tod der Barmekiden,1897,,Paul_Scheerbart_-_Der_Tod_der_Barmekiden_(1897)
Franken,Renate,Frühlingsfahrt zum Bodensee,1960,,Renate_Franken_-_Frühlingsfahrt_zum_Bodensee_(1960)
von Hofmannsthal,Hugo,Die Briefe des Zurückgekehrten,1907,,Hugo_von_Hofmannsthal_-_Die_Briefe_des_Zurückgekehrten_(1907)
Stratz,Rudolph,Schloß Vogelöd,1921,,Rudolph_Stratz_-_Schloß_Vogelöd_(1921)
Kahane,Arthur,Der Schauspieler,1924,,Arthur_Kahane_-_Der_Schauspieler_(1924)
Wildermuth,Ottilie,Genrebilder aus einer kleinen Stadt,1852,,Ottilie_Wildermuth_-_Genrebilder_aus_einer_kleinen_Stadt_(1852)
Engel,Georg,Claus Störtebecker,1920,,Georg_Engel_-_Claus_Störtebecker_(1920)
Klabund,,Die Krankheit,1917,,Klabund_-_Die_Krankheit_(1917)
Conrad,Michael Georg,Die Stimme des Blutes,1885,,Michael_Georg_Conrad_-_Die_Stimme_des_Blutes_(1885)
Laßwitz,Kurd,Traumkristalle,1902,,Kurd_Laßwitz_-_Traumkristalle_(1902)
Zschokke,Heinrich,Addrich im Moos,1825,,Heinrich_Zschokke_-_Addrich_im_Moos_(1825)
Hauptmann,Carl,Stummer Wandel,1912,,Carl_Hauptmann_-_Stummer_Wandel_(1912)
Adolph,Karl,Schackerl,1912,,Karl_Adolph_-_Schackerl_(1912)
Tieck,Ludwig,Eine Sommerreise,1834,,Ludwig_Tieck_-_Eine_Sommerreise_(1834)
Berend,Alice,Das verbrannte Bett,1926,,Alice_Berend_-_Das_verbrannte_Bett_(1926)
Gerstäcker,Friedrich,Gold,1858,,Friedrich_Gerstäcker_-_Gold_(1858)
Treller,Franz,Der Letzte vom Admiral,1900,,Franz_Treller_-_Der_Letzte_vom_Admiral_(1900)
Ganghofer,Ludwig,Das Kasermanndl,1900,,Ludwig_Ganghofer_-_Das_Kasermanndl_(1900)
Gillhoff,Johannes,Jürnjakob Swehn der Amerikafahrer,1917,,Johannes_Gillhoff_-_Jürnjakob_Swehn_der_Amerikafahrer_(1917)
Levett,Oswald,Papilio Mariposa,1935,,Oswald_Levett_-_Papilio_Mariposa_(1935)
zu Reventlow,Fanny,Das Jüngste Gericht,1896,,Fanny_zu_Reventlow_-_Das_Jüngste_Gericht_(1896)
Möllhausen,Balduin,Die Hyänen des Kapitals,1876,,Balduin_Möllhausen_-_Die_Hyänen_des_Kapitals_(1876)
Franken,Renate,Engel mit Vergangenheit,1966,,Renate_Franken_-_Engel_mit_Vergangenheit_(1966)
von Oppeln-Bronikowski,Friedrich,Der Rebell,1905,,Friedrich_von_Oppeln-Bronikowski_-_Der_Rebell_(1905)
Müller,Robert,Tropen,1915,,Robert_Müller_-_Tropen_(1915)
Bechstein,Ludwig,Der Dunkelgraf,1854,,Ludwig_Bechstein_-_Der_Dunkelgraf_(1854)
Schücking,Levin,Hart am Rande,1887,,Levin_Schücking_-_Hart_am_Rande_(1887)
Stucken,Eduard,Im Schatten Shakespeares,1929,,Eduard_Stucken_-_Im_Schatten_Shakespeares_(1929)
Wildermuth,Ottilie,Jugendgabe,1864,,Ottilie_Wildermuth_-_Jugendgabe_(1864)
Rose,Felicitas,Provinzmädel,1902,Kerlchens Lern- und Wanderjahre,Felicitas_Rose_-_Provinzmädel_-_Kerlchens_Lern-_und_Wanderjahre_(1902)
Schreckenbach,Paul,Um die Wartburg,1912,,Paul_Schreckenbach_-_Um_die_Wartburg_(1912)
Klabund,,Erotische Erzählungen,1928,,Klabund_-_Erotische_Erzählungen_(1928)
Bindschedler,Ida,Die Turnachkinder im Sommer,1906,,Ida_Bindschedler_-_Die_Turnachkinder_im_Sommer_(1906)
Auerbach,Berthold,Das Landhaus am Rhein,1869,Band I,Berthold_Auerbach_-_Das_Landhaus_am_Rhein_-_Band_I_(1869)
Dauthendey,Max,Zur Stunde der Maus,1915,,Max_Dauthendey_-_Zur_Stunde_der_Maus_(1915)
Jensen,Wilhelm,Aus See und Sand – Zweiter Band,1897,,Wilhelm_Jensen_-_Aus_See_und_Sand_–_Zweiter_Band_(1897)
Contessa,Karl Wilhelm Salice,Das Gastmahl,1815,,Karl_Wilhelm_Salice_Contessa_-_Das_Gastmahl_(1815)
Frapan,Ilse,Weisse Flamme,1895,,Ilse_Frapan_-_Weisse_Flamme_(1895)
Kurz,Hermann,"Gesammelte kleinere Erzählungen, 2. Teil",1873,,"Hermann_Kurz_-_Gesammelte_kleinere_Erzählungen,_2._Teil_(1873)"
Spyri,Johanna,Kornelli wird erzogen,1890,,Johanna_Spyri_-_Kornelli_wird_erzogen_(1890)
Fröhlich,Abraham Manuel,Der Kinderball,1833,,Abraham_Manuel_Fröhlich_-_Der_Kinderball_(1833)
Eckstein,Ernst,Vielliebchen,1899,,Ernst_Eckstein_-_Vielliebchen_(1899)
von Horváth,Ödön,Der ewige Spießer,1930,,Ödön_von_Horváth_-_Der_ewige_Spießer_(1930)
Tieck,Ludwig,Das grüne Band,1792,,Ludwig_Tieck_-_Das_grüne_Band_(1792)
May,Karl,Erkämpftes Glück Teil 3,1901,,Karl_May_-_Erkämpftes_Glück_Teil_3_(1901)
von Sacher-Masoch,Leopold,Das Erntefest,1895,,Leopold_von_Sacher-Masoch_-_Das_Erntefest_(1895)
Dauthendey,Max,Der Garten ohne Jahreszeiten,1909,,Max_Dauthendey_-_Der_Garten_ohne_Jahreszeiten_(1909)
Bierbaum,Otto Julius,Josephine,1893,,Otto_Julius_Bierbaum_-_Josephine_(1893)
Storm,Theodor,Hans und Heinz Kirch,1882,,Theodor_Storm_-_Hans_und_Heinz_Kirch_(1882)
Albrecht,Sophie,Das höfliche Gespenst,1797,,Sophie_Albrecht_-_Das_höfliche_Gespenst_(1797)
Klabund,,Der Kavalier auf den Knien und andere Liebesgeschichten,1928,,Klabund_-_Der_Kavalier_auf_den_Knien_und_andere_Liebesgeschichten_(1928)
Raabe,Wilhelm,Der Dräumling,1872,,Wilhelm_Raabe_-_Der_Dräumling_(1872)
Löns,Hermann,Jagdgeschichten,1914,,Hermann_Löns_-_Jagdgeschichten_(1914)
Werner,E,Hexengold und andere Erzählungen,1900,,E_Werner_-_Hexengold_und_andere_Erzählungen_(1900)
Sperl,August,Der Bildschnitzer von Würzburg,1925,,August_Sperl_-_Der_Bildschnitzer_von_Würzburg_(1925)
Keller,Gottfried,Kleider machen Leute,1874,,Gottfried_Keller_-_Kleider_machen_Leute_(1874)
Storm,Theodor,Zur Wald- und Wasserfreude,1878,,Theodor_Storm_-_Zur_Wald-_und_Wasserfreude_(1878)
May,Karl,Der Weg zum Glück. Sechster Band,1886,,Karl_May_-_Der_Weg_zum_Glück._Sechster_Band_(1886)
Villinger,Hermine,Die Rebächle,1910,,Hermine_Villinger_-_Die_Rebächle_(1910)
Roth,Joseph,Beichte eines Mörders,1936,,Joseph_Roth_-_Beichte_eines_Mörders_(1936)
Seitz,Robert,Das Börshooper Buch,1934,,Robert_Seitz_-_Das_Börshooper_Buch_(1934)
Dauthendey,Max,Der Geist meines Vaters,1912,,Max_Dauthendey_-_Der_Geist_meines_Vaters_(1912)
Hoffmann,ETA,Die Bergwerke zu Falun,1816,,ETA_Hoffmann_-_Die_Bergwerke_zu_Falun_(1816)
Sealsfield,Charles,Das blutige Blockhaus,1834,,Charles_Sealsfield_-_Das_blutige_Blockhaus_(1834)
Ungar,Hermann,Knaben und Mörder,1920,,Hermann_Ungar_-_Knaben_und_Mörder_(1920)
Alexis,Willibald,Der Werwolf 1,1848,,Willibald_Alexis_-_Der_Werwolf_1_(1848)
von Keyserling,Eduard,Abendliche Häuser,1914,,Eduard_von_Keyserling_-_Abendliche_Häuser_(1914)
Thoma,Ludwig,Auf dem Bahnsteig,1902,,Ludwig_Thoma_-_Auf_dem_Bahnsteig_(1902)
Sealsfield,Charles,Nathan der Squatter,1835,,Charles_Sealsfield_-_Nathan_der_Squatter_(1835)
Weichmann,Christian Friedrich,Geschichte vom adligen Studenten,1725,,Christian_Friedrich_Weichmann_-_Geschichte_vom_adligen_Studenten_(1725)
Franzos,Karl Emil,Die Hexe,1884,,Karl_Emil_Franzos_-_Die_Hexe_(1884)
Hahn-Hahn,Ida,Faustine,1840,,Ida_Hahn-Hahn_-_Faustine_(1840)
Weiß,Ernst,Franziska,1916,,Ernst_Weiß_-_Franziska_(1916)
Panizza,Oskar,Aus dem Tagebuch eines Hundes,1892,,Oskar_Panizza_-_Aus_dem_Tagebuch_eines_Hundes_(1892)
von Ebner-Eschenbach,Marie,Er lasst die Hand küssen,1886,,Marie_von_Ebner-Eschenbach_-_Er_lasst_die_Hand_küssen_(1886)
Kafka,Franz,Ein Traum,1916,,Franz_Kafka_-_Ein_Traum_(1916)
Stoessl,Otto,Die Schmiere,1927,,Otto_Stoessl_-_Die_Schmiere_(1927)
Stinde,Julius,Die Perlenschnur,1887,,Julius_Stinde_-_Die_Perlenschnur_(1887)
Weiß,Ernst,Ich – der Augenzeuge,1939,,Ernst_Weiß_-_Ich_–_der_Augenzeuge_(1939)
Boy-Ed,Ida,Ein königlicher Kaufmann,1911,,Ida_Boy-Ed_-_Ein_königlicher_Kaufmann_(1911)
Schirokauer,Alfred,Die graue Macht,1910,,Alfred_Schirokauer_-_Die_graue_Macht_(1910)
Tieck,Ludwig,Franz Sternbalds Wanderungen,1798,,Ludwig_Tieck_-_Franz_Sternbalds_Wanderungen_(1798)
Willkomm,Ernst,Erzählungen eines Wattenschiffers,1854,,Ernst_Willkomm_-_Erzählungen_eines_Wattenschiffers_(1854)
Schnitzler,Arthur,Die Frau des Weisen,1898,,Arthur_Schnitzler_-_Die_Frau_des_Weisen_(1898)
May,Karl,Die Abenteuer des schwarzen Gerard,1901,,Karl_May_-_Die_Abenteuer_des_schwarzen_Gerard_(1901)
von Wolzogen,Ernst,Der Kraft-Mayr,1897,,Ernst_von_Wolzogen_-_Der_Kraft-Mayr_(1897)
Heiberg,Hermann,Der Hochhinaus,1896,,Hermann_Heiberg_-_Der_Hochhinaus_(1896)
Scheerbart,Paul,Liwûna und Kaidôh,1902,,Paul_Scheerbart_-_Liwûna_und_Kaidôh_(1902)
Steinhausen,Heinrich,Irmela,1881,,Heinrich_Steinhausen_-_Irmela_(1881)
Gerstäcker,Friedrich,In der Südsee,1860,,Friedrich_Gerstäcker_-_In_der_Südsee_(1860)
Kröger,Timm,Dem unbekannten Gott,1918,,Timm_Kröger_-_Dem_unbekannten_Gott_(1918)
Hahn-Hahn,Ida,Maria Regina. Erster Band,1860,,Ida_Hahn-Hahn_-_Maria_Regina._Erster_Band_(1860)
Schreyvogel,Joseph,Samuel Brinks letzte Liebesgeschichte,1821,,Joseph_Schreyvogel_-_Samuel_Brinks_letzte_Liebesgeschichte_(1821)
Retcliffe,Sir John,Solferino,1866,,Sir_John_Retcliffe_-_Solferino_(1866)
Stinde,Julius,Die Familie Buchholz. Aus dem Leben der Hauptstadt,1884,,Julius_Stinde_-_Die_Familie_Buchholz._Aus_dem_Leben_der_Hauptstadt_(1884)
Constantin,Ernst,Das warme Polarland,1891,,Ernst_Constantin_-_Das_warme_Polarland_(1891)
Hamerling,Robert,Aspasia,1875,,Robert_Hamerling_-_Aspasia_(1875)
Hebbel,Friedrich,Treue Liebe,1841,,Friedrich_Hebbel_-_Treue_Liebe_(1841)
Meyrink,Gustav,Die Abenteuer des Polen Sendivogius,1913,,Gustav_Meyrink_-_Die_Abenteuer_des_Polen_Sendivogius_(1913)
Klinger,Friedrich Maximilian,Reisen vor der Sündfluth,1795,,Friedrich_Maximilian_Klinger_-_Reisen_vor_der_Sündfluth_(1795)
Schnabel,Johann Gottfried,Der im Irrgarten der Liebe herumtaumelnde Kavalier,1738,,Johann_Gottfried_Schnabel_-_Der_im_Irrgarten_der_Liebe_herumtaumelnde_Kavalier_(1738)
von Ebner-Eschenbach,Marie,Unverbesserlich,1910,,Marie_von_Ebner-Eschenbach_-_Unverbesserlich_(1910)
Stifter,Adalbert,Der Waldsteig,1845,,Adalbert_Stifter_-_Der_Waldsteig_(1845)
Stratz,Rudolph,Madlene,1928,,Rudolph_Stratz_-_Madlene_(1928)
Fischer,Caroline Auguste,Selim und Zoraïde,1802,,Caroline_Auguste_Fischer_-_Selim_und_Zoraïde_(1802)
Schlaf,Johannes,Neue Erzählungen aus Dingsda,1899,,Johannes_Schlaf_-_Neue_Erzählungen_aus_Dingsda_(1899)
Weerth,Georg,Leben und Taten des berühmten Ritters Schnapphahnski,1849,,Georg_Weerth_-_Leben_und_Taten_des_berühmten_Ritters_Schnapphahnski_(1849)
Franzos,Karl Emil,Leib Weihnachtskuchen und sein Kind,1896,,Karl_Emil_Franzos_-_Leib_Weihnachtskuchen_und_sein_Kind_(1896)
Stehr,Hermann,Die Krähen-Gudnatz,1921,,Hermann_Stehr_-_Die_Krähen-Gudnatz_(1921)
Tieck,Ludwig,Die Geschichte von den Haimonskindern,1796,,Ludwig_Tieck_-_Die_Geschichte_von_den_Haimonskindern_(1796)
von Schmid,Christoph,"Ludwig, der kleine Auswanderer",1834,,"Christoph_von_Schmid_-_Ludwig,_der_kleine_Auswanderer_(1834)"
Kafka,Franz,Von den Gleichnissen,1916,,Franz_Kafka_-_Von_den_Gleichnissen_(1916)
Ravendro,Ravi,34 Bruton Street,1936,,Ravi_Ravendro_-_34_Bruton_Street_(1936)
Rosegger,Peter,Heidepeters Gabriel,1882,,Peter_Rosegger_-_Heidepeters_Gabriel_(1882)
Gerstäcker,Friedrich,Sträflinge,1857,,Friedrich_Gerstäcker_-_Sträflinge_(1857)
Spyri,Johanna,In sicherer Hut,1882,,Johanna_Spyri_-_In_sicherer_Hut_(1882)
Moszkowski,Alexander,Von Genies und Kamelen,1926,,Alexander_Moszkowski_-_Von_Genies_und_Kamelen_(1926)
von Polenz,Wilhelm,Der Pfarrer von Breitendorf Erster Band,1893,,Wilhelm_von_Polenz_-_Der_Pfarrer_von_Breitendorf_Erster_Band_(1893)
Mörike,Eduard,Der Spuk im Pfarrhaus zu Cleversulzbach,1841,,Eduard_Mörike_-_Der_Spuk_im_Pfarrhaus_zu_Cleversulzbach_(1841)
von Liliencron,Detlev,Geert der Große von Holstein,1906,,Detlev_von_Liliencron_-_Geert_der_Große_von_Holstein_(1906)
Pestalozzi,Heinrich,Lienhard und Gertrud,1781,,Heinrich_Pestalozzi_-_Lienhard_und_Gertrud_(1781)
von Wildenbruch,Ernst,Das edle Blut,1893,,Ernst_von_Wildenbruch_-_Das_edle_Blut_(1893)
Meding,Oskar,Die Römerfahrt der Epigonen,1874,,Oskar_Meding_-_Die_Römerfahrt_der_Epigonen_(1874)
Gerstäcker,Friedrich,Die Flußpiraten des Mississippi,1848,,Friedrich_Gerstäcker_-_Die_Flußpiraten_des_Mississippi_(1848)
Jensen,Wilhelm,Vor der Elbmündung,1905,,Wilhelm_Jensen_-_Vor_der_Elbmündung_(1905)
Sealsfield,Charles,Der Virey und die Aristokraten,1835,,Charles_Sealsfield_-_Der_Virey_und_die_Aristokraten_(1835)
Fontane,Theodor,Jenseit des Tweed,1860,,Theodor_Fontane_-_Jenseit_des_Tweed_(1860)
von Ebner-Eschenbach,Marie,Die Freiherren von Gemperlein,1889,,Marie_von_Ebner-Eschenbach_-_Die_Freiherren_von_Gemperlein_(1889)
Goedicke,Elisabeth,Jens Larsen,1907,,Elisabeth_Goedicke_-_Jens_Larsen_(1907)
Paul,Jean,Jean Pauls Briefe und bevorstehender Lebenslauf,1799,,Jean_Paul_-_Jean_Pauls_Briefe_und_bevorstehender_Lebenslauf_(1799)
Voß,Richard,Der gute Fra Checco und andere Geschichten,1918,,Richard_Voß_-_Der_gute_Fra_Checco_und_andere_Geschichten_(1918)
Scheerbart,Paul,Machtspässe,1904,,Paul_Scheerbart_-_Machtspässe_(1904)
Spindler,Carl,Herbstviolen,1834,,Carl_Spindler_-_Herbstviolen_(1834)
Raabe,Wilhelm,Pfisters Mühle,1884,,Wilhelm_Raabe_-_Pfisters_Mühle_(1884)
Schnitzler,Arthur,Albine,1895,,Arthur_Schnitzler_-_Albine_(1895)
Habicht,Ludwig,Der Falschmünzer,1896,Bestraft,Ludwig_Habicht_-_Der_Falschmünzer_-_Bestraft_(1896)
Paul,Jean,Das heimliche Klaglied der jetzigen Männer,1801,,Jean_Paul_-_Das_heimliche_Klaglied_der_jetzigen_Männer_(1801)
Schmidt,Maximilian,Die Hopfenbrockerin,1902,,Maximilian_Schmidt_-_Die_Hopfenbrockerin_(1902)
Thoma,Ludwig,Altaich,1918,,Ludwig_Thoma_-_Altaich_(1918)
Seidel,Willy,Schattenpuppen,1927,,Willy_Seidel_-_Schattenpuppen_(1927)
Scheerbart,Paul,Lesabéndio,1913,,Paul_Scheerbart_-_Lesabéndio_(1913)
Rilke,Rainer Maria,Die Näherin,1895,,Rainer_Maria_Rilke_-_Die_Näherin_(1895)
Heimburg,Wilhelmine,Aus dem Leben meiner alten Freundin,1878,,Wilhelmine_Heimburg_-_Aus_dem_Leben_meiner_alten_Freundin_(1878)
Kabel,Walther,Malmotta,1929,das Unbekannte,Walther_Kabel_-_Malmotta_-_das_Unbekannte_(1929)
Wildermuth,Ottilie,Die Lehrjahre der zwei Schwestern,1855,,Ottilie_Wildermuth_-_Die_Lehrjahre_der_zwei_Schwestern_(1855)
Wezel,Johann Karl,Lebensgeschichte Tobias Knauts,1776,,Johann_Karl_Wezel_-_Lebensgeschichte_Tobias_Knauts_(1776)
Niemann,August,Frauenliebe,1897,,August_Niemann_-_Frauenliebe_(1897)
Storm,Theodor,Novellen,1888,,Theodor_Storm_-_Novellen_(1888)
Meier,Emerenz,Die Madlhüttler,1897,,Emerenz_Meier_-_Die_Madlhüttler_(1897)
Schurig,Arthur,Seltsame Liebesleute,1920,,Arthur_Schurig_-_Seltsame_Liebesleute_(1920)
von Lauff,Joseph,Die heiligen drei Könige,1925,,Joseph_von_Lauff_-_Die_heiligen_drei_Könige_(1925)
Gerstäcker,Friedrich,Tahiti,1854,,Friedrich_Gerstäcker_-_Tahiti_(1854)
Rosegger,Peter,"Jung Hanele, die Trutzige",1874,,"Peter_Rosegger_-_Jung_Hanele,_die_Trutzige_(1874)"
Fulda,Ludwig,Erwin Dürer,1887,,Ludwig_Fulda_-_Erwin_Dürer_(1887)
Hauff,Wilhelm,Othello,1826,,Wilhelm_Hauff_-_Othello_(1826)
Sudermann,Hermann,Die Magd,1917,,Hermann_Sudermann_-_Die_Magd_(1917)
Hegner,Ulrich,Aus dem Leben eines Geringen,1840,,Ulrich_Hegner_-_Aus_dem_Leben_eines_Geringen_(1840)
Möllhausen,Balduin,Der Piratenlieutenant,1869,Teil 1,Balduin_Möllhausen_-_Der_Piratenlieutenant_-_Teil_1_(1869)
Hamerling,Robert,Der Ungemütliche,1889,,Robert_Hamerling_-_Der_Ungemütliche_(1889)
von Polenz,Wilhelm,Liebe ist ewig,1901,,Wilhelm_von_Polenz_-_Liebe_ist_ewig_(1901)
Gerstäcker,Friedrich,Unter dem Äquator,1861,,Friedrich_Gerstäcker_-_Unter_dem_Äquator_(1861)
Emmerich,Ferdinand,Jenseits des Äquators,1923,,Ferdinand_Emmerich_-_Jenseits_des_Äquators_(1923)
Scherr,Johannes,Michel,1858,,Johannes_Scherr_-_Michel_(1858)
Speckmann,Diedrich,Heidehof Lohe,1906,,Diedrich_Speckmann_-_Heidehof_Lohe_(1906)
Tieck,Ludwig,Der Naturfreund,1797,,Ludwig_Tieck_-_Der_Naturfreund_(1797)
von Lauff,Joseph,Marie Verwahnen,1902,,Joseph_von_Lauff_-_Marie_Verwahnen_(1902)
Siebe,Josephine,Kasperles Schweizerreise,1925,,Josephine_Siebe_-_Kasperles_Schweizerreise_(1925)
Schnitzler,Arthur,Der Witwer,1894,,Arthur_Schnitzler_-_Der_Witwer_(1894)
Glauser,Friedrich,König Zucker,1934,,Friedrich_Glauser_-_König_Zucker_(1934)
Sudermann,Hermann,Jons und Erdme,1921,,Hermann_Sudermann_-_Jons_und_Erdme_(1921)
